Time (s);Gyroscope x (rad/s);Gyroscope y (rad/s);Gyroscope z (rad/s);Absolute (rad/s)
0.00;0.01814167202;0.1178628728;0.00454380922;0.1193374344
0.010024;-0.03462699801;0.08856410533;0.006354492158;0.09530482315
0.020048;-0.06081499532;0.03881108388;0.001463485649;0.07215889188
0.030072;-0.06233166531;-0.0002702712081;0.001085316762;0.0623416992
0.040096;-0.04117922112;-0.01941888966;0.001943767304;0.04556972415
0.05012;-0.0101051908;-0.04079554975;-0.0007372370455;0.04203492927
0.060143;0.03269609064;-0.0603207387;-0.006399535574;0.06890994062
0.070167;0.05167537555;-0.06698822975;-0.0112337051;0.0853461393
0.080191;0.043429818;-0.06790504605;-0.01025265455;0.08125491552
0.090215;0.02538104169;-0.06622991711;-0.01375391241;0.07224797093
0.100239;-0.003704937641;-0.05626756698;-0.01810498536;0.05922462454
0.110263;-0.02616550587;-0.05549551547;-0.01641174778;0.06351166349
0.120287;-0.03521754593;-0.04343931749;-0.01737954281;0.05856021135
0.130311;-0.03315119818;-0.03596328944;-0.01315896492;0.05065094753
0.140334;-0.02625882253;-0.01185749564;-0.00539764436;0.029313146
0.150358;-0.01309961174;0.002921983134;-0.002242064569;0.01360752243
0.160382;0.003296246752;0.01318181865;-0.004842442926;0.01442479945
0.170406;0.01375234872;0.02688111924;-0.0008556906832;0.03020685143
0.18043;0.009985437617;0.01439625211;-0.0002673169365;0.01752234281
0.190454;0.01141049527;-0.007305049337;-0.003017030656;0.01388040425
0.200478;-0.009662184864;-0.01964887418;-0.001115729217;0.0219244367
0.210501;-0.01844795421;-0.04189159349;-0.0006563338684;0.04577841624
0.220525;-0.02624657936;-0.0508226566;-0.004063272849;0.05734401049
0.230549;-0.0219975058;-0.04977603257;-0.003872057889;0.05455764394
0.240573;-0.009945097379;-0.03378836066;0.0001558454242;0.03522190463
0.250597;0.007044272963;-0.02072102949;0.00325256912;0.02212604914
0.260621;0.02043672465;-0.008043318987;0.000171725871;0.02196324622
0.270645;0.02271772176;-0.007827869616;-0.005917059258;0.02474635357
0.280669;0.02352473512;-0.007112499326;-0.005162906367;0.02511287342
0.290692;0.00708504254;-0.007514636964;-0.003665410914;0.01095914384
0.300716;-0.005334891379;-0.01371912472;-0.003886959981;0.01522445096
0.31074;-0.01129850838;-0.0176677946;-0.004817734472;0.02151784894
0.320764;-0.01952735707;-0.009739827365;-0.00567517383;0.02254749452
0.330788;-0.01288649719;-0.004585278686;-0.0115343947;0.01789214497
0.340812;0.00003090582322;0.00874431245;-0.01189781167;0.01476556392
0.350836;0.01487882715;0.02897075564;-0.01518388558;0.03593375239
0.36086;0.03027161025;0.03982282802;-0.01565138623;0.05241368056
0.370883;0.03505810723;0.03781373799;-0.01021693926;0.05256743774
0.380907;0.02643946558;0.03153815493;-0.008864794858;0.04209851713
0.390931;0.01215906348;0.01039265469;-0.01203102712;0.0200148872
0.400955;-0.00583123602;-0.01641012356;-0.01166038774;0.02095853313
0.410979;-0.01374561805;-0.03605280071;-0.01292245835;0.04069074078
0.421003;-0.02086721733;-0.05625410751;-0.01985209249;0.06319866254
0.431027;-0.03978151828;-0.05704187229;-0.01608345285;0.07137942173
0.441051;-0.06086789817;-0.01943795569;-0.01281136647;0.06516798493
0.451074;-0.04602077603;0.003982149065;-0.01409660745;0.0482957936
0.461098;0.03375962749;0.03457615897;-0.004540429451;0.04853698298
0.471122;0.1489229649;0.03232073039;-0.006640598178;0.1525345097
0.481146;0.2344944626;0.1025422066;-0.0402299352;0.2590772179
0.49117;0.3483248651;0.09124614298;-0.03829861432;0.3621088981
0.501194;0.5305604935;-0.1069176197;0.01001020148;0.5413187774
0.511218;0.6855397224;-0.1602980196;0.03002332523;0.7046712469
0.521241;0.7592947483;0.02006951347;0.05814449862;0.7617821755
0.531265;0.7991747856;0.1815793216;0.04293784872;0.8206674399
0.541289;0.8114460111;0.1868222356;-0.01136864722;0.8327523178
0.551313;0.7408254147;0.01795758493;-0.05889675021;0.7433798471
0.561337;0.5740894079;-0.1410336643;-0.05709671974;0.5939100758
0.571361;0.4152891338;-0.2746140957;-0.02939744852;0.4987405901
0.581385;0.2720631361;-0.417354852;0.0006135040894;0.4982005609
0.591409;0.1509044915;-0.4330930412;0.02095286548;0.4591086696
0.601432;0.03703344613;-0.3394564688;-0.002753320849;0.3414816996
0.611456;-0.03422155976;-0.2483635843;-0.04073558748;0.2539979788
0.62148;-0.082882002;-0.1510392874;-0.02106109634;0.1735680339
0.631504;-0.1289773285;-0.1091264561;0.01853851043;0.1699629697
0.641528;-0.1552945822;-0.1266404539;0.02057363093;0.2014385418
0.651552;-0.1863590181;-0.1573014408;-0.01007269602;0.2440796717
0.661576;-0.2019655406;-0.1656197757;-0.03568183631;0.2636155973
0.6716;-0.2063419223;-0.1453347504;-0.04061587527;0.2556341681
0.681623;-0.1678130329;-0.07414191216;-0.02585977688;0.1852753767
0.691647;-0.08563186973;0.005636809859;-0.01832462847;0.08775182476
0.701671;-0.01332432032;0.06514000893;-0.0111128157;0.06741107437
0.711695;0.01236639544;0.08378639817;-0.002354744822;0.0847268144
0.721719;0.01019925904;0.05517141521;0.001893852605;0.05613819216
0.731743;-0.00683884602;0.003057348542;-0.0005296239397;0.007509839979
0.741767;-0.02309677564;-0.031264171;0.0008897593943;0.03888060063
0.751791;-0.03726319596;-0.05765929073;-0.003747336566;0.06875450612
0.761814;-0.02293258719;-0.1062865332;-0.01628048345;0.1099444625
0.771838;-0.009227162227;-0.1461348832;-0.02769319527;0.1490216684
0.781862;-0.004820125178;-0.1721897423;-0.02992510051;0.1748372175
0.791886;-0.009788252413;-0.1847486794;-0.02069272101;0.1861614169
0.80191;-0.0009401354473;-0.211573422;-0.01513764821;0.2121163481
0.811934;0.01926739886;-0.234110415;-0.01271177456;0.2352456339
0.821958;0.03396564722;-0.2177295834;-0.02034275793;0.2212999423
0.831981;0.02320088446;-0.2061762661;-0.02584085427;0.209080567
0.842005;0.0006577161839;-0.2517909706;-0.02738069184;0.2532761886
0.852029;-0.01189775672;-0.2608553171;-0.01797973365;0.2617447686
0.862053;-0.03895633295;-0.1567514539;-0.001654262771;0.1615281733
0.872077;-0.06091143191;-0.03451848403;-0.005709990859;0.07024480246
0.882101;-0.05817111954;0.02436744049;-0.0220884122;0.06682476531
0.892125;-0.04989028722;-0.01498768665;-0.04370289296;0.06799716437
0.902149;-0.05973090976;-0.08303355426;-0.05353593454;0.1154489021
0.9121715833;-0.05411669984;-0.1260390878;-0.05225441977;0.1467821285
0.9221955833;-0.01680200733;-0.1599562466;-0.04100528359;0.1659811482
0.9322195833;-0.005589298904;-0.05509722233;-0.03395269811;0.06495944796
0.9422435833;-0.02845103294;-0.01864377223;-0.05382353067;0.06367121777
0.9522675833;-0.05341656879;-0.1182537153;-0.06364473701;0.1445265497
0.9622915833;-0.03045395389;-0.1034764722;-0.03765299544;0.1142478519
0.9723155833;0.0104713738;0.0884263888;-0.005311035085;0.08920248314
0.9823395833;0.06421819329;0.3304555714;0.01059577335;0.3368042925
0.9923625833;0.1273851842;0.3511086702;0.005516593345;0.3735434597
1.002386583;0.1504283547;0.04270770401;-0.02651386335;0.1586052422
1.012410583;0.1468440145;-0.2741155028;-0.03702455759;0.3131665553
1.022434583;0.1935556829;-0.3359919488;-0.0541816242;0.3915227202
1.032458583;0.2645712793;-0.3596006036;-0.09518445283;0.4564763258
1.042482583;0.3021824956;-0.5659677982;-0.1358983964;0.6558217619
1.052506583;0.2796148658;-0.6014541388;-0.121256873;0.6742661073
1.062529583;0.2207274884;-0.3438482881;-0.05603658408;0.4124225601
1.072553583;0.1291562915;0.008295111358;0.01229160838;0.1300047697
1.082577583;-0.003739368403;0.5556905866;0.09614600986;0.563959277
1.092601583;-0.1530596167;1.137880206;0.1884429157;1.163490156
1.102625583;-0.2665226161;1.484300017;0.2532348633;1.529152949
1.112649583;-0.3236484826;1.497796059;0.2846969366;1.558587091
1.122673583;-0.2832723856;1.393998504;0.286886096;1.451130147
1.132697583;-0.2278725058;1.078770995;0.2171986252;1.123765092
1.142720583;-0.1624435335;0.4282908142;0.05145284161;0.4609428576
1.152744583;0.006109267473;-0.2847159505;-0.1106907874;0.3055371435
1.162768583;0.2687918544;-0.924813807;-0.2040611506;0.9844646219
1.172792583;0.5190198421;-1.36061275;-0.2525610328;1.47798367
1.182816583;0.6778413653;-1.702081323;-0.3124782443;1.858545775
1.192840583;0.7739313841;-1.870949507;-0.3719887137;2.058591132
1.202864583;0.7892853022;-1.862176776;-0.3747248352;2.056961919
1.212888583;0.7716597319;-1.785231948;-0.3058520555;1.968770512
1.222911583;0.8094710112;-1.680297494;-0.2455002964;1.881199984
1.232935583;0.8280998468;-1.365082264;-0.2133727223;1.610815589
1.242959583;1.262610316;-1.966776013;-0.2425079793;2.349723988
1.252983583;1.88985157;-2.62570262;-0.296954453;3.248697454
1.263007583;2.421102524;-3.168537855;-0.3662822843;4.004439072
1.273031583;2.760893583;-3.850251913;-0.3795243204;4.753000303
1.283055583;2.937150955;-4.650085449;-0.3221638203;5.509440983
1.293078583;2.926707983;-5.36542511;-0.2129318863;6.115451432
1.303102583;2.755758047;-5.865215778;-0.07398985326;6.480774108
1.313126583;2.528122663;-6.048224449;0.1027457714;6.556140624
1.323150583;2.22633934;-6.000384808;0.2584152818;6.405308982
1.333174583;1.913269877;-5.60921526;0.3292702734;5.935681626
1.343198583;1.617719889;-5.149988174;0.3375502527;5.408635318
1.353222583;1.274369121;-4.690336227;0.2690854371;4.867820616
1.363246583;0.8817484379;-4.218625546;0.1017347425;4.31098965
1.373269583;0.5020112395;-3.747628927;-0.130509153;3.783354398
1.383293583;0.1483822465;-3.256531239;-0.3637952507;3.280146336
1.393317583;-0.1714524776;-2.751395464;-0.5733063817;2.81571539
1.403341583;-0.4094643295;-2.214465618;-0.7143515944;2.362586974
1.413365583;-0.5793444514;-1.642070055;-0.8004023433;1.916423223
1.423389583;-0.6419568062;-1.047680259;-0.8432253599;1.49022531
1.433413583;-0.5881063342;-0.4517973959;-0.8701411486;1.143300296
1.443437583;-0.4167293608;0.1416428387;-0.9072436094;1.008373453
1.453460583;-0.1770382226;0.7153988481;-0.9481646419;1.200897261
1.463484583;0.143605426;1.260657072;-0.9692830443;1.596680429
1.473508583;0.5143094659;1.767352223;-0.9487990737;2.070813316
1.483532583;0.9084407091;2.254402637;-0.8870401978;2.587360834
1.493556583;1.304772019;2.735389948;-0.8261967897;3.141240093
1.503580583;1.69149816;3.220240831;-0.790884614;3.722447516
1.513604583;2.071949959;3.692856073;-0.7742435932;4.304604018
1.523627583;2.356393814;4.151566505;-0.7782876492;4.836716647
1.533651583;2.548647881;4.596725464;-0.7868025899;5.314560125
1.543675583;2.660624266;5.012589931;-0.7964010239;5.730552669
1.553699583;2.669390202;5.387636185;-0.8310561776;6.069837072
1.563723583;2.595653534;5.738491535;-0.8885207176;6.360595211
1.573747583;2.451456547;6.030431271;-0.9515508413;6.578844086
1.583771583;2.258630991;6.276226997;-0.9905449152;6.743412972
1.593795583;2.027895927;6.485819817;-0.9829024673;6.866171994
1.603818583;1.776660204;6.662324429;-0.9239227176;6.95677522
1.613842583;1.533619046;6.78859663;-0.8304321766;7.009040532
1.623866583;1.310288072;6.850879669;-0.7270305753;7.012843969
1.633890583;1.126111031;6.847125053;-0.629093349;6.967568155
1.643914583;0.9805476069;6.782761097;-0.5296862125;6.873710002
1.653938583;0.881495893;6.646429539;-0.4364987314;6.718823689
1.663962583;0.8300994635;6.464595318;-0.2651463747;6.523063724
1.673986583;0.815356195;6.233362675;-0.01181531139;6.286474017
1.684009583;0.8311914206;5.924252033;0.2265983224;5.986567308
1.694033583;0.8630369902;5.554002762;0.3934349716;5.634409517
1.704057583;0.9040062428;5.133331299;0.476459235;5.234054921
1.714081583;0.964027226;4.677775383;0.5055923462;4.802765312
1.724105583;1.028605223;4.18315506;0.5086135864;4.337684029
1.734129583;1.087689281;3.674216747;0.5177440047;3.866651721
1.744153583;1.14061296;3.141060114;0.5309302211;3.383658296
1.754177583;1.170110106;2.590371609;0.527869761;2.890991044
1.764200583;1.171202779;2.023821115;0.5163238645;2.394610238
1.774224583;1.141910911;1.459081769;0.5138024092;1.922725423
1.784248583;1.081950545;0.885043323;0.5179786086;1.490711409
1.794272583;0.988728106;0.3211549222;0.5167514682;1.160928866
1.804296583;0.873652935;-0.2483148426;0.5127577186;1.04300057
1.814320583;0.7399843931;-0.8105198741;0.5168851018;1.213132135
1.824344583;0.6026440859;-1.349134803;0.5276128054;1.568986897
1.834367583;0.4618832767;-1.8675493;0.547013402;2.000075052
1.844391583;0.3300977647;-2.370878458;0.551879704;2.456542368
1.854415583;0.2074807733;-2.856327534;0.5450114012;2.915251735
1.864439583;0.1068353057;-3.324752331;0.5200992823;3.366882105
1.874463583;0.02124397457;-3.770714521;0.4819481671;3.801448848
1.884487583;-0.04003171623;-4.200855255;0.4442334771;4.224468108
1.894511583;-0.07443124056;-4.599287033;0.4094792306;4.618079088
1.904535583;-0.08740376681;-4.962177277;0.3819787204;4.977624984
1.914558708;-0.08521784842;-5.287762165;0.3513236046;5.300105572
1.924582708;-0.07058499008;-5.561478615;0.3176910281;5.570992211
1.934606708;-0.04706394672;-5.791556835;0.2763896585;5.798339144
1.944630708;-0.02615569718;-5.97368288;0.2523409128;5.97906742
1.954654708;-0.01264974196;-6.102484703;0.2467152625;6.10748295
1.964678708;-0.007686760277;-6.181117535;0.2609577477;6.186628485
1.974702708;-0.02102733403;-6.211931229;0.2858343422;6.218539459
1.984726708;-0.05024698004;-6.185033798;0.3143571913;6.193221156
1.994749708;-0.1010571644;-6.104373932;0.3496155739;6.115212564
2.004773708;-0.1661002338;-5.974481106;0.3865579665;5.989277154
2.014797708;-0.2469985336;-5.793728828;0.4267139137;5.814669963
2.024821708;-0.3385432363;-5.559501648;0.4629388154;5.589005497
2.034845708;-0.4339645505;-5.288790226;0.4949830174;5.329599936
2.044869708;-0.530531764;-4.978863716;0.5277813673;5.034789075
2.054893708;-0.6267906427;-4.633802414;0.5431728959;4.707443905
2.064917708;-0.7193755507;-4.2597332;0.5561662316;4.355703043
2.074940708;-0.7981970906;-3.856271029;0.5644204021;3.9782553
2.084964708;-0.8654253483;-3.425615311;0.5785918236;3.58030303
2.094988708;-0.9298450947;-2.965844631;0.5871352553;3.163158878
2.105012708;-0.9599561691;-2.483575583;0.5986195207;2.729104038
2.115036708;-0.9735984802;-1.994345307;0.6115052104;2.302009085
2.125060708;-0.9764783382;-1.480731964;0.6239591837;1.880266512
2.135084708;-0.9643732309;-0.9704672694;0.6376478672;1.509442696
2.145108708;-0.9400692582;-0.4557290673;0.652110219;1.231530321
2.155131708;-0.9045046568;0.0636819005;0.6625455022;1.123009618
2.165155708;-0.8702232838;0.569088459;0.6714871526;1.237758148
2.175179708;-0.8396376371;1.07709682;0.6679755449;1.520302684
2.185203708;-0.8122845888;1.575598478;0.6556134224;1.89001211
2.195227708;-0.7967285514;2.065057278;0.6354122758;2.302821466
2.205251708;-0.797901988;2.543119669;0.5975933075;2.731523933
2.215275708;-0.8103134036;3.001554012;0.5550210476;3.158161279
2.225299708;-0.8467032909;3.434440613;0.4984315932;3.572215396
2.235322708;-0.8941206336;3.844217777;0.4344169199;3.970664943
2.245346708;-0.9569673538;4.214674473;0.3642066717;4.337270331
2.255370708;-1.02721262;4.555482388;0.2907191217;4.678899781
2.265394708;-1.100824237;4.850607395;0.2152377218;4.978607574
2.275418708;-1.170457363;5.107525349;0.1294679642;5.241521495
2.285442708;-1.240419865;5.318040371;0.0561770387;5.461075964
2.295466708;-1.295939326;5.486384392;-0.02332843654;5.63741223
2.305490708;-1.338155746;5.603291512;-0.09844649583;5.761703592
2.315513708;-1.364974022;5.668519497;-0.1702360064;5.833030744
2.325537708;-1.374414682;5.68148613;-0.2386024743;5.850233457
2.335561708;-1.37244153;5.644530773;-0.3005841076;5.81675805
2.345585708;-1.353834867;5.559013844;-0.3544669151;5.732464614
2.355609708;-1.323892951;5.415527821;-0.4087432027;5.58996468
2.365633708;-1.279667139;5.226495266;-0.4652839899;5.400952688
2.375657708;-1.235587358;4.990936756;-0.520373106;5.167873256
2.385681708;-1.185764551;4.712646008;-0.5787252188;4.89387299
2.395704708;-1.132732272;4.400669098;-0.6229035854;4.586608746
2.405728708;-1.08197844;4.058879375;-0.6463906765;4.250058827
2.415752708;-1.037676811;3.684284687;-0.6607381701;3.884237602
2.425776708;-0.9982411265;3.28272891;-0.6666043997;3.495304832
2.435800708;-0.9692456722;2.862768173;-0.6663069129;3.094970709
2.445824708;-0.9466585517;2.426561832;-0.6682707667;2.689042684
2.455848708;-0.929191947;1.982294202;-0.6540247202;2.284871181
2.465872708;-0.9203891158;1.518288374;-0.6404402852;1.88745317
2.475895708;-0.9173326492;1.049937963;-0.6255417466;1.52812676
2.485919708;-0.9191020131;0.5751928687;-0.6059262156;1.242071627
2.495943708;-0.9148628116;0.1090914905;-0.5724127293;1.084680252
2.505967708;-0.9125326276;-0.3492341638;-0.5162899494;1.105095294
2.515991708;-0.8979680538;-0.8044314981;-0.4459186196;1.285418249
2.526015708;-0.8802771568;-1.241051674;-0.3719889224;1.566356565
2.536039708;-0.8640071154;-1.672648549;-0.304585129;1.907100827
2.546063708;-0.8404362202;-2.094874144;-0.2534549534;2.271358653
2.556086708;-0.8073650599;-2.498728991;-0.2145264745;2.634673892
2.566110708;-0.7754914165;-2.885294676;-0.1782430857;2.993005663
2.576134708;-0.7381898761;-3.244511843;-0.1368242651;3.330240572
2.586158708;-0.6943425536;-3.579946041;-0.08869348466;3.647737898
2.596182708;-0.6519048214;-3.882543087;-0.03430641443;3.937041738
2.606206708;-0.6067702174;-4.150195599;0.0149855474;4.194343592
2.616230708;-0.5603747368;-4.386629581;0.06244494021;4.422718429
2.626254708;-0.5153158307;-4.590761662;0.09898024797;4.620653647
2.636278708;-0.4711739123;-4.757413387;0.1328237057;4.782533756
2.646301708;-0.4262635112;-4.88572979;0.1613431126;4.906942812
2.656325708;-0.3813551664;-4.974492073;0.1798153371;4.992327784
2.666349708;-0.3307629228;-5.022370338;0.1956713349;5.037052233
2.676373708;-0.2852867842;-5.024950981;0.2038773298;5.037170523
2.686397708;-0.2316734791;-4.991542816;0.2087689489;5.001275513
